bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"0,0,0,0",uuuu,0,,2145e9a745c7d41deca54c64214a762d,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902089,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131101,-1,538/902/089/538902089.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,7024ee2815bc4e6ec8e168ddb54d10d4,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902091,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131200,-1,538/902/091/538902091.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,40d1272f780830083bc42f8729151c04,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902093,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131201,-1,538/902/093/538902093.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,862e681f15e54bb2db963c49c2865768,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902095,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131300,-1,538/902/095/538902095.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,4eb038475a68fa7ed5965918d9309c66,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902097,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131400,-1,538/902/097/538902097.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,e56e5603dc4e3e3fa2ccb9aed341bf85,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902101,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131401,-1,538/902/101/538902101.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,e931659c447cf1133493bf7750bba2a2,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902107,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131700,-1,538/902/107/538902107.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,85633745,,cc491ec4ef82b38b2f35ed20616c1726,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902103,uuuu,RO,RO,1474579693,0.000000,0.000000,101795933,2131500,101795933,538/902/103/538902103.geojson,postalcode,85687581,geoplanet,,,RO
"0,0,0,0",uuuu,0,,74f3ba7e852ecd9d32f685ade0b3923c,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902035,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2122300,-1,538/902/035/538902035.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,26c7e4612dd3eb7b65bae88c514a317f,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902031,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2122201,-1,538/902/031/538902031.geojson,postalcode,0,geoplanet,,,RO
